wavelengths 1 3 5 7 9 11
3083.09587079 7.182454875371237e-05 1.4216849497328026e-05 7.193830139231561e-06 4.425167598496361e-06 2.9032556540254517e-06 2.0405214088999746e-06
3083.60976293 7.383825080098746e-05 1.5372797540892985e-05 8.039030576224014e-06 5.0592800943434735e-06 3.38951653397989e-06 2.4208106692062083e-06
3084.12374072 7.131425250898177e-05 1.4230955120331838e-05 7.264321326895182e-06 4.503934766086299e-06 2.983702630679961e-06 2.114725453039706e-06
3084.63780418 7.39247815342918e-05 1.5685918274830734e-05 8.137839633052716e-06 5.0816418211083674e-06 3.3812945687180094e-06 2.4031999909331744e-06
3085.15195332 8.914445847252166e-05 2.1707764195780692e-05 1.2019254588749594e-05 7.87428590684664e-06 5.48020094510473e-06 4.048289728690918e-06
3085.66618817 9.744632562753026e-05 2.4567997505582356e-05 1.3922573429244499e-05 9.325889794256947e-06 6.6372494891334035e-06 5.00899552066611e-06
3086.18050872 9.978484398545618e-05 2.554043700898671e-05 1.4729543923378222e-05 1.0055079174445777e-05 7.289042550590162e-06 5.607447244361216e-06
3086.69491501 0.00010154516175821535 2.6769132656512495e-05 1.5724118452330864e-05 1.09011898213064e-05 8.010673136804609e-06 6.244996656570505e-06
3087.20940703 9.134422810551923e-05 2.2702332577405804e-05 1.300773524751725e-05 8.85793675194232e-06 6.4114579599171215e-06 4.9350839017619565e-06
3087.72398482 8.166152266388171e-05 1.9200897143985667e-05 1.0824979706408014e-05 7.275825431100536e-06 5.2045589519076415e-06 3.959237010148373e-06
3088.23864837 7.47149569142117e-05 1.64383301158831e-05 9.130056858477617e-06 6.097546343352341e-06 4.347533337202352e-06 3.3020368839153834e-06
3088.7533977 6.296661133570711e-05 1.216286713657123e-05 6.498682154282031e-06 4.240968562877143e-06 2.971782309687828e-06 2.2295394686523204e-06
3089.26823284 6.906936925537482e-05 1.4210198365719278e-05 7.735797890856933e-06 5.086935483578975e-06 3.5786758497436273e-06 2.687418969584175e-06
3089.78315379 8.118754023776817e-05 1.8498997690273548e-05 1.0297042748124244e-05 6.849860995251074e-06 4.8582461211130664e-06 3.667213600939605e-06
3090.29816056 7.380891163062007e-05 1.536805259654831e-05 8.273279160953106e-06 5.400898779211872e-06 3.776040894318181e-06 2.8196985585737076e-06
3090.81325318 7.205987517093562e-05 1.3437891813182625e-05 6.7928776808445225e-06 4.2463656352870075e-06 2.8589343242152745e-06 2.070371797799072e-06
3091.32843165 7.768171116385342e-05 1.5207123467183672e-05 7.708969528472974e-06 4.808199097599876e-06 3.221762026586477e-06 2.3249247791360747e-06
3091.84369599 7.029830812316982e-05 1.2855456562450076e-05 6.352643201302319e-06 3.902962437519206e-06 2.5844767982286327e-06 1.8520875651598327e-06
3092.35904622 6.6426310394669e-05 1.135163594253841e-05 5.4398078177565485e-06 3.259228439122189e-06 2.1058879794808684e-06 1.474889372539999e-06
3092.87448235 6.988404468156542e-05 1.2835758398101184e-05 6.3856517674716014e-06 3.905262627882778e-06 2.5563269183643343e-06 1.800369634294222e-06
3093.39000439 5.546346519903797e-05 9.390309740961266e-06 4.583989109994683e-06 2.7796958720242435e-06 1.8085938113311889e-06 1.2702470810284232e-06
